   posx(m)        px/pz(rad)         posy(m)       py/pz(rad)         posz(m)           pz/pz(rad)   
-0.0011462361        +0.11389596       +0.0010454650       -0.087733409       -9.4886060e-07       -0.00016062676       
+0.0013964529       -0.070236185       -0.0014200087       +0.011824008       -2.4158555e-06       -0.00010667251       
-0.00089727683       -0.025557800       -0.0013685307        +0.13154833       +5.5766255e-06       +8.2630466e-05       
-0.0012997496       -0.087781088       -0.00095629623        -0.10485203       -5.4653710e-06       +4.7557028e-05       
+0.00074760168       -0.090989728       +0.0013310990        +0.11468009       -1.2322940e-05       -6.8411335e-05       
+0.0010829361       +0.023848287       -0.00010345043        +0.17981856       +9.8341518e-07       +9.9585799e-05       
-0.00034805733       -0.034809555       +0.0020391281       +0.027099881       +1.7658499e-05       -1.9464063e-05       
+0.0010448076       -0.065619847       -0.0012735212        -0.11531360       -7.7014100e-06       +0.00014188627       
+0.0017354010       +0.041294990       +0.0011040063       -0.026985942       +6.5531387e-06       +4.5469751e-06       
+0.00092749442       +0.038171636       -0.00032424373        -0.18337696       -1.3915593e-05       +6.9313770e-05       
-0.0016446447       +0.022354415       +0.0010719459       +0.075491867       -4.5639617e-06       -0.00013627525       
+0.0016428147       -0.074371394       +0.0010933599       +0.016251659       -5.8405769e-06       +6.8597576e-05       
-7.9487367e-05        -0.10333854       -0.0016797358       -0.076031726       +1.2266968e-06       +7.0351859e-06       
+0.00074651903        +0.18163056       +0.00041191604       +0.066922850       +7.8311967e-06       -3.3704754e-05       
+0.00072988267       -0.070332991       +0.0018392932       +0.025178806       -7.3764301e-06       +7.2091173e-05       
-0.00057560347       -0.043556682       +0.0018656974       +0.068697419       +1.4890996e-05       +0.00010160567       
-0.0018665906       -0.059271237       -0.00033490184       -0.072537620       +3.6067372e-06       +0.00013350923       
+0.00049652112        +0.18694541       -0.00071703723       -0.046718749       -5.0914685e-06       +7.9688041e-06       
-0.00099010106       +0.0016187437       -0.0012872267        -0.13550954       -1.1153289e-05       +0.00014570545       
-0.00015147450        +0.10622221       -0.00065793890        -0.16998983       -4.9679994e-06       -9.6770804e-05       
-0.00085542346        -0.12894076       +0.00069689186        +0.12624653       +6.7599500e-06       +4.5237519e-05       
+0.0012655045       -0.059660625       +0.0012711256       +0.094899814       +6.8494905e-06       -7.7036338e-05       
-0.00050280297        -0.12647385       +0.00086625407        -0.13678552       +1.0039693e-05       -0.00012128490       
+0.00091392076        -0.17179571       +0.00081635694       +0.014398527       -1.0209332e-05       -0.00015165182       
-0.0014272174        -0.10119714       +0.00098613413       -0.066355258       -1.0449380e-05       +0.00013191983       
-0.0017103049       +0.019754196       -0.0012267799       -0.0068144154       -4.7460361e-06       +1.7766046e-05       
-0.0011692049        -0.11601367       +0.0012405160       +0.047112731       +5.2699988e-06       -3.5665977e-05       
+0.00048229419        -0.19765567       -5.9661951e-05       +0.057519951       +3.8064354e-06       -6.8579750e-05       
-0.0011084984       -0.051239138       +0.00015006962        -0.17204545       +1.3373894e-05       -0.00011929430       
-0.00066975748        +0.16438152       +0.0011203203       +0.026072433       -1.4103338e-05       -4.7218323e-05       
+3.9852942e-05       -0.023814002       -0.00073453269        -0.19687461       -1.1961760e-05       +0.00013496541       
-0.0010289541        +0.16474332       -0.00059923922       -0.058474596       +1.2283231e-05       +5.4700446e-05       
+0.0016215423       -0.082870604       -0.00041379280       +0.099318710       -1.1088014e-05       +0.00011843190       
+0.0017693546       +0.094974653       +0.00042131797       +0.051347375       -1.6096192e-05       +7.5528438e-05       
-0.0015559171        +0.12196108       -5.2862499e-05       -0.075011685       -4.0177394e-06       -4.4971750e-05       
-0.00023965066        -0.20670329       +6.9869400e-05       +0.037263770       -1.6916321e-05       -6.9141673e-05       
+0.0010119255        +0.10147191       +0.00087346487        -0.12873264       -1.4729690e-05       +5.0005070e-05       
+0.00041428743        +0.12741971       -0.0010978829        -0.12137706       -1.3612459e-06       +8.6097938e-05       
+0.00051952289       -0.057729338       +0.00058576812        +0.18781646       -6.8202321e-06       +7.0794759e-05       
+0.00067403666        +0.10978820       -0.0016715393       -0.014171942       +1.9205811e-08       -0.00018630026       
+0.00072325243       +0.098679734       -0.00042752745        +0.16715727       +7.0642506e-07       -1.1808606e-05       
-0.00058412228        +0.15900879       -0.00087450168       -0.091622421       -8.5625657e-06       +0.00016168140       
-0.00026322595       -0.011349879       -0.0019782729       -0.069142223       -1.6912404e-06       -1.0372120e-05       
-0.00091968900        -0.15200691       -0.00077555410       -0.084609457       -2.8037078e-06       -8.4124179e-05       
+0.00039339546        -0.15402872       +0.0013764570       +0.022785888       -1.3643183e-05       -9.4686657e-05       
+0.00083954202        -0.17294389       +4.2875572e-05       -0.088100527       -1.0198006e-05       -0.00015559728       
-0.0010720421        +0.12490149       +0.00098505432       -0.089115301       +1.5926769e-05       -2.2762551e-05       
+0.0017914066       -0.044061798       +0.00089735551       +0.051504332       +1.2404125e-06       -0.00014273251       
+0.00035076881       -0.066966679       +0.0018770177       -0.061571950       -1.4539842e-05       +7.2010135e-06       
-0.0019572939       +0.055776662       +0.00043929944       +0.037243937       -1.6033793e-05       -1.6549329e-05       
+0.00098292734       +0.093746122       -0.00011458556        +0.16173091       -1.0537537e-05       -7.3252966e-06       
-0.00073448576       +0.0093660035       -0.0018068516       -0.081292319       -1.2440473e-05       -5.8556450e-05       
-0.0014429849       +0.035654422       +0.0010156999        +0.11103256       -1.4525709e-05       -5.6406806e-05       
+7.6122035e-05        -0.20496400       +0.00014565422       -0.049574614       -6.7398808e-06       +0.00010937202       
+0.00042547506        +0.10948574       -0.0015124664       -0.089805452       -1.5730228e-05       -6.5216349e-05       
-0.00074272002       +0.084338547       -0.0014958578       +0.098654728       -1.1641306e-05       -7.3400988e-05       
+8.9626054e-05        -0.15292888       +0.00018365432        -0.14468284       +1.0109822e-05       -0.00011937302       
+0.0016941530       -0.0014874517       -0.00014519141        -0.12579118       -2.5707773e-06       +0.00011579551       
+0.0010884441        -0.11465877       -0.0013112739       -0.050496059       -6.4208678e-06       -0.00015917103       
+0.0015531926       -0.055915852       +0.0013170470       +0.011882724       +1.7180021e-05       -4.5807016e-05       
-0.0014602389       -0.030341121       +0.00098792834        +0.11284680       -5.1654169e-06       -6.6463178e-05       
-0.00086766911       +0.055017636       -0.0013840209        -0.12258632       +1.1718117e-05       +0.00010117681       
+0.0014954355       -0.086895592       +0.0010784594       +0.056507675       -1.5494929e-05       +7.2053935e-05       
+0.0015316301       -0.023372226       +0.00071515094        -0.12497362       +1.1380300e-05       -2.4151667e-05       
-0.00090221206        -0.15816151       +0.0010643039       +0.015988260       +5.3737933e-06       +7.5457402e-05       
-0.00062696412       +0.055135112       -0.0014867890        +0.12514729       -9.8291766e-06       -9.1202723e-05       
+0.0011722118        -0.14053575       +0.00063429702       +0.084991491       +5.7291938e-06       -2.6480811e-05       
+0.00040436482        +0.20528390       +0.00018762476       +0.024685300       -1.5832956e-05       -3.5967005e-05       
-0.00056093202       -0.088853097       +0.0018246757       +0.020056119       -3.8861007e-06       -0.00014163880       
+0.0016645617       +0.055545691       +0.0011481332       -0.027620682       +7.8010120e-06       -0.00016959146       
-0.0016372166       -0.057857799       -0.0012071233       +0.0037695451       -1.2617403e-05       -0.00011762099       
-0.00064422955        +0.14120061       +0.0011889929       -0.080703234       +7.5865469e-06       -2.6994981e-05       
-0.0011998923        -0.16400676       +0.00025419007       -0.052879348       +1.3082098e-05       +0.00013024867       
+0.0014763670        +0.12673805       +0.00024245202       -0.079315981       -2.8973115e-07       -7.8820994e-05       
-0.00017037832       +0.017734997       -0.0020493543       +0.046202119       -4.3749011e-06       -7.9584456e-07       
+0.00044616216        +0.20564656       +0.00012553627       -0.017299598       +1.1473800e-05       -1.8469547e-06       
-0.0016056387       +0.033365003       -0.00032772018        -0.12949903       +4.4180223e-06       -3.8730727e-05       
-0.0014204131       +0.0099393231       +0.0014135329       -0.066953014       +1.1400007e-05       +0.00014568589       
+5.8247573e-05        +0.11697716       -0.0014872340       -0.094349078       -1.3497275e-05       -3.2735586e-05       
-0.0010731204       -0.037712153       -0.0011259972        -0.13827945       -1.1597004e-05       -4.4410530e-05       
+0.00088040169       -0.082873357       +0.00058481275        +0.16339785       -2.0186680e-06       -0.00011234343       
-0.0010477686        +0.16196340       -0.00086453647       -0.0073087168       -1.4788787e-05       -3.7385546e-05       
-0.0017738563       +0.099953261       +0.00029810094       +0.048918552       -1.4975067e-05       -8.3970850e-05       
-0.00061723760       -0.030041699       -0.00032285999        +0.19744181       -1.1874450e-05       +7.9139146e-05       
-0.0010954622       -0.042239321       -0.0010554135        -0.14076389       -6.7014625e-06       +8.9123888e-05       
-0.0017638784       -0.081361561       +0.00054798594       -0.063267070       +1.8510492e-05       -2.0542843e-05       
+0.0020648212       -0.042571335       -8.3085488e-05       +0.014891752       +1.4044959e-05       -0.00012325527       
-0.0011204646       -0.010205263       +0.00076134853        -0.16212005       +3.9934201e-06       -2.0884183e-05       
+0.00032921232        +0.12134421       +0.0015736090       +0.064554673       -1.0686596e-05       +9.9067045e-05       
+0.0016117622       -0.090411126       -0.00076858875       -0.068401383       +1.1692926e-05       -4.0051808e-05       
-0.00061944961       -0.040339001       -0.0019809828       +0.0055355163       -1.0958718e-05       -6.1327749e-05       
+0.00012950479        -0.20321770       +0.00029720060       -0.048883035       +1.5480999e-05       -7.6390565e-05       
+0.00068109198        -0.11771483       -5.3667408e-05        +0.16190595       +8.2304323e-06       +5.8514450e-05       
-0.00014488628        -0.10487173       +0.00085545814        -0.16190089       -1.4546786e-05       -2.3868329e-05       
-0.0018301463        +0.10056354       -0.00025352428       +0.022087428       +3.6808614e-06       +7.3747540e-05       
-0.0010722248       -0.056018893       +0.0016652831       -0.048698354       +2.9488757e-06       +9.3108054e-05       
-0.0012480437       -0.071838252       +0.0013685182       -0.072613336       +2.1173079e-06       +0.00010920916       
-0.00023874989       +0.073203630       -0.0018167915       +0.076170096       +7.2615962e-06       +0.00011837578       
+0.0011172738       -0.038783001       -0.0010778186        -0.13832543       -1.3303206e-05       -5.8014697e-05       
+0.00043004493       +0.096777284       -0.0016880507       -0.070905574       +3.9991965e-06       +4.5924588e-05       
+0.0015619130       +0.063327306       +0.00071727002        +0.10576933       -1.6045757e-06       -4.2554141e-05       
+0.00052422970       +0.059057784       +0.0016907410       -0.099578822       +6.2177545e-06       -8.0381767e-05       
-0.00021049909        -0.11440194       -1.3663628e-05        -0.17664997       -1.7014877e-05       -7.7582094e-05       
-0.00045153775       +0.0084624658       -0.0020429700       +0.029836892       +5.5907207e-06       -1.5420525e-05       
-0.00099130942       +0.0026255132       +0.0014901536        -0.11268792       +1.7110792e-06       -0.00016777305       
+0.00094467060        +0.16846892       -0.00085024754       +0.014246805       -7.3513008e-06       +9.1886979e-07       
-0.00055155672        -0.19049769       +0.00068911319       +0.025645515       +8.0012967e-06       +0.00011028738       
-0.0018572564       -0.091164439       -0.00027355294       +0.034419476       -1.1892869e-06       -9.5792372e-06       
-9.5555861e-05        +0.15222150       -0.00048515552        +0.13828062       +1.4142747e-05       +1.4048576e-05       
+0.0019755243       +0.011545359       -0.00074440927       +0.0060225492       +1.3855485e-05       -8.6106957e-05       
-0.00083202661       +0.083887422       -0.0016736835       -0.052593116       +1.1295603e-05       -0.00014877421       
+7.9056493e-05       +0.083401501       -0.00079457122        -0.17721805       -1.3839504e-05       -5.7854624e-05       
+0.00094754627       -0.042775597       -0.0015166724        +0.10453153       -9.8798319e-06       -5.4238230e-05       
+0.0011158762       -0.097958989       +0.0010615934        -0.10686635       -1.8622905e-05       +1.7192640e-05       
-0.00013500710       -0.023001975       -0.0014388253        +0.15272341       -2.1413190e-06       -5.0162206e-05       
+0.00035805692       -0.063556748       -0.0019262869       -0.048069365       -1.6096216e-06       -3.4743233e-06       
+0.0016240813       -0.049961927       +4.6944288e-05        +0.12587037       +1.6073794e-05       +1.2038909e-05       
+0.0016222423       -0.0043752089       +0.00055193958        -0.12391839       +9.1126551e-06       +3.0598070e-06       
-0.0010065076       +0.015467174       +0.0016428955       +0.085890144       -1.3207092e-05       +5.4728006e-05       
-0.0016454314        -0.12019257       +0.00048647438       +0.029166953       -4.1511947e-06       -0.00010356615       
-0.00033536550        +0.13638846       -0.0015325702       +0.039035328       -4.8511510e-06       -0.00018122028       
+0.0013540898        +0.14694228       -0.00023385047       -0.065295448       +1.6217633e-05       +8.3675578e-05       
+0.00074570201       -0.061761885       -0.0013063200        -0.13527016       -6.2011135e-07       -3.1112472e-05       
-0.0015152098        +0.11437818       -0.00092941404       -0.0076746755       -1.2864720e-06       -0.00013956390       
-0.0014982171        +0.13860126       +0.00024062541       +0.050021198       -3.7669420e-06       -5.3057657e-05       
-0.00012170479        +0.15793721       +0.0013987007       +0.0090589241       -1.1164473e-05       -0.00014229363       
-0.00023261521       -0.020998419       +0.0020348968       -0.048455131       +7.6153816e-06       -4.5890683e-05       
+0.0018362930       +0.032882070       +0.00096315494       -0.025697400       -4.9179475e-06       -0.00010445519       
+0.00059616999        -0.19861439       -0.00038159949       +0.016731337       +1.4261419e-05       +0.00011118154       
+0.0013464091        -0.14643674       +0.00070179481       +0.015521844       +4.2824895e-07       -0.00012618121       
-0.0016968247       +0.083271470       -0.00042039850       +0.085113783       +4.8338688e-07       -4.8005036e-05       
-0.0012006861       -0.026769849       -0.0016508143       +0.048507809       +8.2480489e-06       -0.00015066219       
-0.00077335942        +0.15094858       -0.00070655924        +0.10478263       +1.0431953e-06       -3.1154977e-05       
-0.00025893278       -0.0032302686       -0.00011189288        -0.20959935       +7.8794691e-08       +0.00015221454       
-0.0012723557       -0.079210917       +0.0010704763        +0.10399773       +1.1443095e-05       +0.00012207342       
+0.0011847252       +0.020869722       -0.0013045609        +0.11509955       +2.2555682e-06       +8.8997033e-05       
+0.0011828849       +0.0043131861       +0.0017528046       +0.0019928526       +7.3580594e-06       -5.4427958e-06       
+0.00017316174        +0.12399761       +0.0016745628       +0.031954958       -3.4115921e-06       -2.9514563e-05       
-0.00013887229        +0.13167717       +0.00076191679        -0.14629107       -6.3338778e-06       -0.00017318977       
-0.0015282779        +0.13959426       -0.00014811609       -0.040935421       +3.0082910e-07       +0.00012180949       
-0.0017579221        -0.10193196       +0.00042242824       +0.040749249       +3.4656096e-06       +7.4406733e-05       
+4.7654385e-05        +0.16376572       -0.00073762457        -0.11160270       -5.6354292e-06       +7.6326313e-05       
-0.00064549895       -0.048385893       +0.0019433138       -0.021573405       -3.9873441e-06       +8.3541251e-05       
-0.0016162476       -0.098562303       -0.00094335875       -0.0012784394       -6.5267973e-06       -0.00011782593       
+0.00044413020       +0.026283774       +0.0017264850        +0.11075705       +2.9193420e-06       -2.6591791e-05       
+0.00014882771        -0.20418247       +0.00039086163       +0.036031594       -1.1082906e-05       -0.00014370366       
-0.0014894790       +0.050050467       +0.0010053760       +0.099697769       -7.6245588e-06       +3.6431504e-06       
+0.0012804726       +0.090628228       -0.00085005650        +0.11358893       -1.2098326e-05       +5.2182604e-05       
-0.00041495186        -0.14678262       -0.0010746085       -0.099615062       -6.8017701e-06       +8.9610650e-06       
-1.6478652e-05        -0.17615292       +0.0011706696       +0.00086089119       +1.4302559e-05       +5.8469317e-05       
+0.00096580593        -0.18804580       -6.0265638e-05       -0.0035539361       +8.8417969e-06       -9.1409954e-05       
+0.00030326265        +0.19571722       +0.00035840137       -0.065027344       -9.4870536e-06       -8.8295274e-05       
+0.00086861837       +0.047800310       -0.0017030602       +0.076837456       -1.1062225e-05       +0.00010601463       
-0.00018685946        +0.10133068       +0.0018330516       +0.022806343       +2.7489174e-06       -2.9896588e-05       
+0.00034552328        +0.17803289       +0.00086114148       +0.066578986       +3.6452940e-06       -7.2115856e-05       
-0.00034596733        +0.16622670       +0.00084200565       -0.093914843       +6.6190637e-06       -4.8981769e-05       
-0.00018490211        -0.15226126       -0.00057619925        +0.13376303       -1.7870629e-06       -0.00018653371       
+0.00056543512        +0.12151472       -0.0013965856       +0.085267073       +3.4337600e-07       +0.00016817828       
-0.00025003097       -0.039735529       +0.0015130115        +0.14014948       +1.4122693e-05       +0.00012361119       
+0.0013576713       -0.028596230       +0.0010738914        -0.11813170       -1.2382045e-05       +4.6146529e-05       
+0.0013577548       -0.027624554       -0.00056077311        -0.14965033       +1.6241067e-05       -1.1724874e-05       
+0.0016325192        +0.10546124       +0.00072742782       -0.040904849       -1.6981739e-05       -1.7479077e-05       
+0.00017403500       -0.018171531       +0.0021000281       -0.0019275453       +8.6011060e-06       -0.00010900139       
-0.0010724470        -0.12049244       -0.00023575038        +0.13476775       +6.7397629e-06       -0.00017037949       
+0.0012773442       -0.093927716       -0.0013997416       +0.0025921480       -1.0870078e-05       -0.00011060851       
-4.2299125e-05        +0.14294889       +0.00028923858        -0.15313104       -1.2579744e-05       +5.3721983e-05       
-0.00021531514        -0.16114859       -0.0013500472       -0.0089013086       -1.5285616e-05       +5.1172935e-05       
-0.00051909277       +0.098271585       -0.00065023904        -0.16780345       -7.1758213e-06       -0.00010291862       
-0.00034492451        +0.19347867       -0.00046663730       +0.062743551       -8.3318917e-06       -0.00013655646       
+0.0010520179        -0.14911864       -0.00044758794       +0.097112550       +6.3900002e-06       +0.00011962932       
-0.0017276885       +0.096880707       -0.00016995713       +0.072209287       -8.4940835e-06       +4.2274931e-05       
-0.00081022640       -0.040860770       -0.0013768447        +0.13246395       -5.0358534e-06       -4.0178664e-05       
-0.0010130072       -0.040247029       +4.1027960e-06        +0.18126267       +1.0394635e-05       +4.5117932e-05       
+0.0010831429       -0.014663743       +0.0013499186        -0.12069867       +6.4961924e-06       +6.2059331e-05       
-0.0018221807        +0.10518552       +4.4623845e-05       -0.021228516       -8.4125548e-06       +3.0147610e-05       
+0.0014365132       -0.037343960       +0.0014648653       +0.035346960       +1.0392794e-05       -5.7814842e-05       
-0.0012116335        +0.13116772       +0.00011763029        -0.11275675       +5.8080400e-06       +0.00014329841       
+0.00079469095       +0.052272518       +0.0015698894        +0.10509377       -2.0905466e-07       -8.6779207e-05       
+0.00019641854        +0.14992899       -0.0010256669        +0.10655305       +1.3210940e-05       +2.2418366e-05       
-0.00084038156       +0.0080244130       +0.00036637398        +0.19044390       -1.5561781e-05       -9.4219707e-06       
-0.0015107082        -0.12158457       -0.00054480141       -0.064534454       -5.0162088e-07       +0.00012192285       
-0.0013970144       +0.072514059       +0.00032764891        +0.13743967       +4.8940953e-06       +5.9057465e-05       
+0.00048342019       +0.074320311       +0.00027586529        -0.19004343       +2.1410762e-06       -0.00011671204       
+0.0015778440        -0.12858516       +5.5149305e-06       -0.057511873       -1.5675093e-05       -5.3075447e-05       
+0.00035409908       -0.025156599       +0.0010176553        +0.18026382       -5.0982288e-06       +9.6365187e-05       
-0.00090652337       +0.058121534       +0.0012650455        +0.13091456       +8.8942886e-06       -4.1973601e-05       
-0.00032810743       -0.093986868       -0.0018657514       +0.0041981025       -8.0193782e-07       +0.00016572716       
-0.0014257770       +0.0051035062       -0.0013235701       -0.082856237       +1.6448077e-05       +4.8752384e-05       
+0.0012639378       -0.013367760       +0.00070334346        -0.15374322       -8.7024457e-06       -2.2969628e-05       
+0.00094237366        -0.18807008       -7.2311251e-05       +0.020848411       +1.1608875e-05       -0.00014442518       
+0.0018451306       -0.019357969       +0.00086102522       -0.053893779       -1.2749371e-05       +5.1278678e-05       
-0.00069171463       +0.032768510       -0.0010014781        +0.16985268       -2.2948871e-06       +0.00015266267       
-4.9510559e-05        +0.20261731       -0.00060437018       +0.0026576764       +6.1015432e-06       -5.8826261e-05       
-0.00037867845       +0.071164757       -0.0014601385        +0.13007514       +1.2009620e-05       +9.6763116e-05       
-0.00029485223        +0.12940339       -0.00036802596        +0.16052705       +3.3375579e-07       -2.2151206e-05       
+0.00099061591       +0.016621672       -0.00062910344        -0.17518788       -1.8032287e-05       -2.1198191e-06       
+0.00022384428       -0.062243059       -0.0015613811        +0.12642631       -2.4683202e-06       -0.00017673239       
-0.00096390627        +0.13271505       +0.0010071317       -0.087694942       +1.2680971e-05       -9.1504583e-05       
+0.00023457030       -0.0016397550       +0.0014313030        -0.15394408       -7.5339800e-06       -0.00014288741       
+0.00093179410       -0.00013068280       -0.00066406411        -0.17789253       -4.3187573e-06       -0.00015784558       
+0.00024508694        +0.19813647       -0.00031123510       -0.062534580       +4.3010136e-06       +8.6548025e-05       
+0.0016980868        +0.12249843       +0.00023540623       +0.018519437       -1.3532919e-05       -5.6008462e-06       
+0.00071112149        +0.15429226       -0.00080299104       +0.097092726       -5.0345010e-06       +0.00014085679       
+0.00080401426       +0.018508534       -0.00074185211        -0.18007660       -1.2161743e-05       -0.00013957001       
-0.0011609184        -0.14450010       +0.0010047103       -0.016910341       -1.1746137e-05       -0.00011285107       
-0.0012722835       +0.073357854       +0.0015221546       -7.6878065e-05       -2.2285653e-06       -8.1550259e-05       
-0.00078781635        +0.17029729       +0.00032990296       -0.091879868       +6.1325914e-06       -0.00014855031       
-0.00026899998        -0.13023594       +0.00092588062        +0.13594272       +1.3307339e-05       +0.00013279390       
-0.00041910152        -0.14501585       +0.00091739866        +0.11634312       -6.7862284e-06       +5.5232500e-05       
-0.0016881063       -0.011846840       +0.00078707162       +0.099527834       -1.1517235e-05       -0.00013637759       
-0.0014985392        -0.14110127       -0.00034205553       +0.034672697       -1.1361210e-05       +0.00011248474       
-0.00069975882       -0.084875459       -0.0017813795       +0.030073013       +3.8455609e-06       -4.6459183e-05       
+0.00085716398       -0.0026348230       -0.0010903196        -0.15967395       +1.0347079e-06       +8.6255303e-05       
+0.0010460730        -0.15825569       -0.00034075897       -0.087116375       -1.3821647e-06       +0.00012493449       
+0.00064356618       +0.032783188       -0.00098974106        +0.17241113       -1.4086240e-05       -1.9250451e-05       
-0.00066779773       -0.044093796       -3.7150074e-06        -0.19579081       -7.7666722e-06       +0.00016321689       
+0.00027541376       -0.075158963       +0.0017784506       +0.081864021       -1.3685302e-05       -9.2469123e-05       
-0.0010412916       +0.065532397       +0.00038839658        -0.16760694       -1.4309612e-05       -0.00010530119       
+0.00073730558       -0.052668852       -0.0019084766       +0.010244405       -4.6542184e-06       +4.0652415e-05       
-2.9572538e-05       +0.042085820       +0.0020723517       +0.0034065147       -1.5228136e-05       +9.6359684e-06       
-0.00078589806        +0.18417744       -0.00048820268       -0.047506583       +1.7732680e-06       -0.00013139995       
+0.0014713951       +0.041463229       -0.00012015093        +0.14568591       -3.6413755e-06       -6.5351138e-05       
+0.00033987004       -0.032185934       -0.00010629942        +0.20599499       -1.0181276e-05       +2.8252148e-05       
+0.0011837332       +0.060242664       +0.0013246180       +0.097726314       +7.6536023e-06       +6.1384679e-06       
+0.0017137925       -0.045933785       +0.00051531576        +0.10296465       -1.0950483e-05       +3.9823194e-05       
+0.00051282055        -0.11813489       +0.00020009864        -0.16658897       -1.8383433e-05       -3.0265973e-05       
-0.00078494569        -0.14704527       -0.0011604328       -0.059061246       +9.9612256e-07       -0.00017486644       
-0.00078832847        +0.13600529       +0.0014092844       -0.012849136       +1.2633798e-05       -0.00013175255       
+0.0010873736        +0.14983782       +0.00077490417       -0.066768496       +1.5933388e-06       -0.00017682855       
+0.00085278507       +0.070820965       +0.0010773089        +0.14437453       +9.6996880e-06       +7.9989670e-05       
+0.00024726536        +0.10751558       -0.0017538717       +0.042500826       -8.5133480e-06       -7.5540047e-05       
-0.00061076542        -0.15910531       -0.0012518685       -0.0046252365       -1.7356086e-05       +4.6701905e-05       
-0.00082054580        -0.10267177       -0.0012445269        +0.10943063       +8.9450331e-06       +0.00011428726       
+7.7838559e-06       +0.075645513       -0.0019135761       +0.048963242       +3.9696717e-06       -5.3787137e-06       
-0.00033242626       -0.0095883138       -0.0018186929        +0.10229631       -7.4296048e-06       -5.1774353e-05       
+0.00089693205        +0.17323292       +8.3907343e-05       +0.081320737       -1.2923542e-05       -0.00012292531       
-0.00057103599       -0.019723920       +0.0016807765        -0.11330503       +4.9462719e-07       -9.1775539e-05       
+0.0015055372       +0.00052791797       +0.00010070797        +0.14822234       +8.1683136e-06       -0.00016852668       
+0.00014917120        +0.15195914       -0.0011236236       +0.093800758       +6.3378643e-06       -2.7127093e-05       
+0.0016310219       -0.042140096       -0.0012790529       +0.00032776457       -1.7820152e-05       +9.8037510e-06       
-0.00056269244        -0.13635211       -0.00034354585        -0.14764694       +5.3844606e-06       +5.5264979e-05       
+0.00031935582       +0.0078770179       -0.0017301703        +0.11713736       +2.9943305e-06       +0.00015120123       
-0.00087666669        -0.12450913       +0.0014018152       +0.043579279       -9.3211275e-06       -9.5264070e-05       
-0.00076257263       -0.011804915       -0.00056524702        +0.18864892       -1.5363263e-05       -8.6505822e-05       
-0.0017349576       +0.0025207220       +0.00065469159        -0.10170859       -5.4324176e-06       +7.3718919e-05       
-0.00064294349       -0.085162069       +0.0018181509       +0.017173057       -7.1076363e-06       +1.9819578e-05       
-0.00028008849       -0.012224336       -0.0019052377       -0.086629939       +2.6728743e-06       +0.00013656746       
+0.00066961899       +0.025949983       -0.0018081648       -0.082982439       +8.3495677e-07       +7.8841612e-05       
-0.0019244126       -0.046477748       +0.00024297299       -0.070383257       +1.4799846e-05       +0.00010694882       
+0.0012121362       -0.084172417       +0.00012043906        -0.15104698       +5.1801992e-06       +0.00017472154       
-0.0018225345        +0.10463582       -0.00022783240       +0.0073437991       +1.6627681e-05       +3.9097518e-05       
-0.00086500048       +0.068971119       -0.0017983259       +0.012607394       -3.8707581e-06       +4.1833773e-05       
+0.0013898267        -0.13974853       +0.00048472765       +0.059519238       +1.2229964e-05       -0.00013117280       
-0.00010268592        -0.19129636       -0.00045314801       -0.077361554       +1.4268518e-05       -4.0435485e-06       
+0.0013914594       +0.063881333       +0.00075578646        +0.12483362       +5.9158477e-07       -9.6512911e-05       
+0.00068398844        -0.16086087       +0.00044143308        -0.11061070       -8.8187585e-06       -6.9904434e-05       
+0.00046256374        -0.16656658       -0.00086682097       +0.085674489       +1.5866900e-05       +6.5438851e-05       
-0.00029308753       -0.060145712       -0.0018403559       +0.079952320       +1.0444090e-05       -9.1444617e-05       
+0.00049272873        -0.14613056       +0.0014260455       -0.024899157       +1.1765570e-05       -3.9706563e-05       
-0.00071680516        +0.16571524       +0.00078337678       -0.077469685       +1.1723211e-05       +1.0727004e-05       
-0.00097603832        +0.18355130       -0.00010392723       +0.037581700       +5.9807098e-06       +0.00016375824       
+0.0014315977       +0.050735667       -0.00057775398        -0.13539261       +6.5991012e-06       +4.9838252e-05       
+0.00013565444       +0.031846129       -0.0019382952       -0.077265135       +3.3312476e-06       +9.9791919e-05       
-0.0013217607        +0.14882074       -0.00022894492       +0.067791585       -1.1885199e-05       -0.00012020406       
+0.00053979506       -0.083208945       -0.0012817083        +0.13591433       -1.0390711e-05       +0.00012081596       
+0.00027314829       +0.042228430       +0.00082395579        +0.18820098       +9.8512946e-06       +4.3530814e-06       
-0.0010474783       +0.0061663175       +0.0018180847       -0.025952448       +4.9996458e-06       +0.00010430385       
-0.0015248518        +0.12521188       -0.00042731314       -0.063105237       -6.2590164e-06       -7.2926044e-05       
+0.00088284434        -0.10809614       -0.0015317270       +0.042393251       +5.1687631e-06       +0.00017232500       
+0.00098302066        +0.10510201       +0.00021360660        -0.15353167       +5.0109955e-06       -0.00011779449       
+0.00083103492        +0.13912628       +0.0011007372       +0.079746146       +1.6401001e-05       -4.2610747e-05       
-0.00068199671       -0.092225870       +0.0010081800        +0.14634517       +6.9966407e-07       -6.4162251e-05       
-0.0011891310        -0.11433635       -0.00070863999        +0.11181748       -4.3753405e-06       +1.2377235e-05       
-3.9748357e-05       -0.046124573       -0.00056975875        -0.19836445       -3.8956094e-06       -5.5643180e-05       
-0.0018172354       -0.018822871       -0.0010195606       -0.031067642       +7.9331019e-06       -3.2045334e-05       
